ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,City,Age,Purchased Bike,Tax
11340,M,F,"$10,000.00 ",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",70,Yes,2542
25693,S,F,"$30,000.00 ",5,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",44,Yes,2187
25555,M,F,"$10,000.00 ",0,Partial College,Manual,No,1,0-1 Miles,"Los Angeles, California",26,Yes,2516
22006,M,M,"$70,000.00 ",5,Partial College,Skilled Manual,Yes,3,5-10 Miles,"Los Angeles, California",46,No,1396
20060,S,F,"$30,000.00 ",0,High School,Manual,No,1,2-5 Miles,"New York City, New York",34,Yes,1627
17702,M,M,"$10,000.00 ",1,Graduate Degree,Manual,Yes,0,0-1 Miles,"New York City, New York",37,No,2140
12503,S,F,"$30,000.00 ",3,Partial College,Clerical,Yes,2,0-1 Miles,"New York City, New York",27,No,1875
23908,S,M,"$30,000.00 ",1,Bachelors,Clerical,No,1,0-1 Miles,"New York City, New York",39,Yes,2356
22527,S,F,"$20,000.00 ",0,High School,Manual,No,1,2-5 Miles,"New York City, New York",29,No,1797
19057,M,F,"$120,000.00 ",3,Bachelors,Management,No,2,10+ Miles,"New York City, New York",52,Yes,1965
18494,M,M,"$110,000.00 ",5,Bachelors,Management,Yes,4,2-5 Miles,"Los Angeles, California",48,Yes,2643
11249,M,F,"$130,000.00 ",3,Partial College,Professional,Yes,3,0-1 Miles,"New York City, New York",51,Yes,3584
21568,M,F,"$100,000.00 ",0,High School,Management,Yes,4,10+ Miles,"Los Angeles, California",34,Yes,1593
13981,M,F,"$10,000.00 ",5,High School,Skilled Manual,No,3,1-2 Miles,"Los Angeles, California",62,No,1831
23432,S,M,"$70,000.00 ",0,Bachelors,Professional,Yes,1,5-10 Miles,"Los Angeles, California",37,Yes,2258
22931,M,M,"$100,000.00 ",5,Graduate Degree,Management,No,1,1-2 Miles,"Los Angeles, California",78,Yes,2095
18172,M,M,"$130,000.00 ",4,High School,Professional,Yes,3,0-1 Miles,"New York City, New York",55,No,2141
12666,S,M,"$60,000.00 ",0,Bachelors,Professional,No,4,2-5 Miles,"Los Angeles, California",31,No,1524
20598,M,M,"$100,000.00 ",3,Partial High School,Professional,Yes,0,10+ Miles,"New York City, New York",59,Yes,2968
21375,S,M,"$20,000.00 ",2,Partial High School,Clerical,Yes,2,5-10 Miles,"Los Angeles, California",57,No,1250
20839,S,F,"$30,000.00 ",3,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",47,Yes,2798
21738,M,M,"$20,000.00 ",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",43,No,3177
14164,S,F,"$50,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,"New York City, New York",36,Yes,4478
14193,S,F,"$100,000.00 ",3,Partial College,Management,Yes,4,10+ Miles,"New York City, New York",56,No,3279
12705,M,M,"$150,000.00 ",0,Bachelors,Management,Yes,4,0-1 Miles,"Los Angeles, California",37,Yes,2143
22672,S,F,"$30,000.00 ",2,Partial College,Clerical,Yes,0,0-1 Miles,"New York City, New York",43,No,4457
26219,M,F,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,"New York City, New York",33,Yes,4137
28468,M,F,"$10,000.00 ",2,Partial College,Manual,Yes,0,1-2 Miles,"New York City, New York",51,No,2726
23419,S,F,"$70,000.00 ",5,Bachelors,Professional,Yes,3,10+ Miles,"Los Angeles, California",39,No,2651
17964,M,M,"$40,000.00 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",37,Yes,3026
20919,S,F,"$30,000.00 ",2,Partial College,Clerical,Yes,2,0-1 Miles,"New York City, New York",42,No,3347
20927,S,F,"$20,000.00 ",5,High School,Manual,Yes,2,0-1 Miles,"New York City, New York",27,No,3089
13133,S,M,"$100,000.00 ",5,Bachelors,Professional,Yes,1,5-10 Miles,"Los Angeles, California",47,Yes,2567
19626,M,M,"$70,000.00 ",5,Partial College,Skilled Manual,Yes,3,5-10 Miles,"Los Angeles, California",45,No,1988
21039,S,F,"$50,000.00 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"New York City, New York",37,Yes,1540
12231,S,F,"$10,000.00 ",2,Partial College,Manual,Yes,0,0-1 Miles,"New York City, New York",51,Yes,2210
25665,S,F,"$20,000.00 ",0,High School,Manual,No,1,1-2 Miles,"New York City, New York",28,No,4750
24061,M,M,"$10,000.00 ",4,Partial High School,Manual,Yes,1,0-1 Miles,"New York City, New York",40,Yes,4839
26879,S,F,"$20,000.00 ",0,High School,Manual,No,1,2-5 Miles,"New York City, New York",30,No,3918
12284,M,F,"$30,000.00 ",0,Bachelors,Clerical,No,0,0-1 Miles,"New York City, New York",36,Yes,2412
26654,M,F,"$90,000.00 ",1,Graduate Degree,Management,Yes,0,0-1 Miles,"Los Angeles, California",37,Yes,3743
14545,M,F,"$10,000.00 ",2,Partial College,Manual,Yes,0,1-2 Miles,"New York City, New York",49,No,4993
24201,M,F,"$10,000.00 ",2,High School,Manual,Yes,0,0-1 Miles,"New York City, New York",37,Yes,4580
20625,M,M,"$100,000.00 ",0,High School,Management,Yes,3,10+ Miles,"Los Angeles, California",35,Yes,3957
16390,S,M,"$30,000.00 ",1,Bachelors,Clerical,No,0,0-1 Miles,"New York City, New York",38,Yes,1598
14804,S,F,"$10,000.00 ",3,Partial High School,Manual,Yes,2,0-1 Miles,"New York City, New York",43,No,3853
12629,S,M,"$20,000.00 ",1,Partial College,Manual,No,0,0-1 Miles,"New York City, New York",37,No,1932
14696,S,M,"$10,000.00 ",0,Partial High School,Manual,No,2,0-1 Miles,"New York City, New York",34,No,2356
22005,M,F,"$70,000.00 ",5,Partial College,Skilled Manual,No,3,5-10 Miles,"Los Angeles, California",46,No,1145
14544,S,M,"$10,000.00 ",1,Partial College,Manual,Yes,0,0-1 Miles,"New York City, New York",49,No,3559
14312,M,F,"$60,000.00 ",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Los Angeles, California",45,No,4640
29120,S,F,"$100,000.00 ",1,Bachelors,Management,Yes,4,2-5 Miles,"Los Angeles, California",48,No,2244
24187,S,F,"$30,000.00 ",3,Graduate Degree,Clerical,No,0,0-1 Miles,"New York City, New York",46,Yes,3465
15758,M,M,"$130,000.00 ",0,Graduate Degree,Management,Yes,0,5-10 Miles,"Los Angeles, California",48,No,4457
29094,M,M,"$30,000.00 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,"Los Angeles, California",54,Yes,4406
28319,S,F,"$60,000.00 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,"Los Angeles, California",46,Yes,2437
16406,M,M,"$40,000.00 ",0,Bachelors,Clerical,No,0,0-1 Miles,"New York City, New York",38,Yes,2304
20923,M,F,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,"New York City, New York",42,Yes,4645
11378,S,F,"$10,000.00 ",1,High School,Manual,No,1,2-5 Miles,"New York City, New York",46,Yes,1631
20851,S,M,"$20,000.00 ",0,Partial College,Manual,No,1,2-5 Miles,"New York City, New York",36,Yes,2559
21557,S,F,"$110,000.00 ",0,Partial College,Management,Yes,3,10+ Miles,"Los Angeles, California",32,Yes,3348
26663,S,F,"$60,000.00 ",2,Bachelors,Professional,No,1,0-1 Miles,"Los Angeles, California",39,Yes,2614
11896,M,M,"$100,000.00 ",1,Graduate Degree,Management,Yes,0,2-5 Miles,"Los Angeles, California",36,Yes,3762
14189,M,F,"$90,000.00 ",4,High School,Professional,No,2,2-5 Miles,"New York City, New York",54,Yes,2428
13136,M,F,"$30,000.00 ",2,Partial College,Clerical,No,2,5-10 Miles,"Los Angeles, California",69,No,3408
25906,S,F,"$10,000.00 ",5,High School,Skilled Manual,No,2,1-2 Miles,"Los Angeles, California",62,No,3294
17926,S,F,"$40,000.00 ",0,Bachelors,Clerical,No,0,0-1 Miles,"Los Angeles, California",28,Yes,2329
26928,S,M,"$30,000.00 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",62,Yes,1713
20897,M,F,"$30,000.00 ",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,"New York City, New York",40,No,4718
28207,M,M,"$80,000.00 ",4,Graduate Degree,Management,Yes,1,0-1 Miles,"Los Angeles, California",36,Yes,4428
25923,S,M,"$10,000.00 ",2,Partial High School,Clerical,Yes,2,5-10 Miles,"Los Angeles, California",58,No,2145
11000,M,M,"$90,000.00 ",2,Bachelors,Professional,Yes,0,1-2 Miles,"Los Angeles, California",40,Yes,2438
20974,M,M,"$10,000.00 ",2,Bachelors,Clerical,Yes,1,0-1 Miles,"New York City, New York",66,No,3858
28758,M,M,"$40,000.00 ",2,Partial College,Clerical,Yes,1,1-2 Miles,"New York City, New York",35,Yes,1450
11381,M,F,"$20,000.00 ",2,Partial College,Manual,Yes,1,2-5 Miles,"New York City, New York",47,Yes,2468
17522,M,M,"$120,000.00 ",4,Bachelors,Management,Yes,1,2-5 Miles,"Los Angeles, California",47,No,1011
21207,M,M,"$60,000.00 ",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,"Los Angeles, California",46,No,4339
28102,M,M,"$20,000.00 ",4,High School,Skilled Manual,Yes,2,5-10 Miles,"Los Angeles, California",58,Yes,4298
23105,S,M,"$40,000.00 ",3,Partial High School,Clerical,No,2,5-10 Miles,"Los Angeles, California",52,Yes,1126
18740,M,M,"$80,000.00 ",5,Bachelors,Professional,No,1,0-1 Miles,"Los Angeles, California",47,Yes,4608
21213,S,M,"$70,000.00 ",0,Bachelors,Professional,No,1,5-10 Miles,"Los Angeles, California",41,No,4596
17352,M,M,"$50,000.00 ",2,Graduate Degree,Management,Yes,1,5-10 Miles,"Los Angeles, California",64,Yes,4380
14154,M,M,"$30,000.00 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",35,Yes,1726
19066,M,M,"$130,000.00 ",4,Partial College,Professional,No,3,10+ Miles,"New York City, New York",54,No,4908
11386,M,F,"$30,000.00 ",3,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",45,No,3690
20228,M,M,"$100,000.00 ",0,Graduate Degree,Management,Yes,0,2-5 Miles,"Los Angeles, California",40,Yes,4134
16675,S,F,"$160,000.00 ",0,Graduate Degree,Management,No,3,0-1 Miles,"Los Angeles, California",47,Yes,2647
16410,S,F,"$10,000.00 ",4,Partial High School,Manual,Yes,2,0-1 Miles,"New York City, New York",41,Yes,4036
27760,S,F,"$40,000.00 ",0,Graduate Degree,Clerical,No,0,0-1 Miles,"New York City, New York",37,Yes,1971
22930,M,M,"$90,000.00 ",4,Bachelors,Professional,Yes,0,1-2 Miles,"Los Angeles, California",38,Yes,1140
23780,S,M,"$40,000.00 ",2,Partial College,Clerical,No,2,0-1 Miles,"New York City, New York",36,Yes,3257
20994,M,F,"$20,000.00 ",0,Bachelors,Clerical,No,0,0-1 Miles,"Los Angeles, California",26,Yes,4198
28379,M,M,"$30,000.00 ",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,"New York City, New York",40,No,3847
14865,S,M,"$40,000.00 ",2,Partial College,Clerical,Yes,2,1-2 Miles,"New York City, New York",36,No,2148
12663,M,F,"$90,000.00 ",5,Partial High School,Skilled Manual,Yes,2,10+ Miles,"New York City, New York",59,No,4442
24898,S,F,"$80,000.00 ",0,Bachelors,Professional,Yes,3,10+ Miles,"Los Angeles, California",32,No,4107
19508,M,M,"$10,000.00 ",0,Partial High School,Manual,No,2,0-1 Miles,"New York City, New York",30,No,1982
11489,S,F,"$20,000.00 ",0,Partial High School,Manual,No,2,1-2 Miles,"New York City, New York",35,Yes,3168
18160,M,M,"$130,000.00 ",3,High School,Professional,Yes,4,5-10 Miles,"New York City, New York",51,Yes,4640
25241,M,M,"$90,000.00 ",2,Bachelors,Professional,Yes,1,5-10 Miles,"Los Angeles, California",47,No,4980
24369,M,M,"$80,000.00 ",5,Graduate Degree,Management,No,2,0-1 Miles,"Los Angeles, California",39,No,3883
27165,S,M,"$20,000.00 ",0,Partial High School,Manual,No,2,0-1 Miles,"New York City, New York",34,No,4422
29424,M,M,"$10,000.00 ",0,Partial High School,Manual,Yes,2,0-1 Miles,"New York City, New York",32,No,1999
15926,S,F,"$120,000.00 ",3,High School,Professional,Yes,4,5-10 Miles,"New York City, New York",50,Yes,4558
14554,M,M,"$20,000.00 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",66,No,2481
16468,S,M,"$30,000.00 ",0,Partial College,Clerical,Yes,1,2-5 Miles,"New York City, New York",30,No,4332
19174,S,F,"$30,000.00 ",0,High School,Manual,No,1,2-5 Miles,"New York City, New York",32,Yes,2013
19183,S,M,"$10,000.00 ",0,Partial High School,Manual,Yes,2,1-2 Miles,"New York City, New York",35,No,4493
13683,S,F,"$30,000.00 ",0,High School,Manual,No,1,2-5 Miles,"New York City, New York",32,No,2314
17848,S,M,"$30,000.00 ",0,Partial College,Clerical,No,1,2-5 Miles,"New York City, New York",31,Yes,4438
17894,M,F,"$20,000.00 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",50,Yes,3480
25651,M,M,"$40,000.00 ",1,Bachelors,Skilled Manual,No,0,0-1 Miles,"New York City, New York",43,Yes,3260
22936,S,F,"$60,000.00 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,"Los Angeles, California",45,Yes,2715
23915,M,M,"$20,000.00 ",2,High School,Manual,Yes,2,0-1 Miles,"New York City, New York",42,No,1010
24121,S,F,"$30,000.00 ",0,Partial College,Clerical,No,1,0-1 Miles,"New York City, New York",29,Yes,4744
27878,S,M,"$20,000.00 ",0,Partial College,Manual,No,0,0-1 Miles,"Los Angeles, California",28,Yes,3706
13572,S,M,"$10,000.00 ",3,High School,Manual,Yes,0,0-1 Miles,"New York City, New York",37,Yes,4680
27941,M,F,"$80,000.00 ",4,Partial College,Professional,Yes,2,2-5 Miles,"New York City, New York",53,No,3331
26354,S,M,"$40,000.00 ",0,Graduate Degree,Clerical,No,0,0-1 Miles,"New York City, New York",38,Yes,2718
14785,S,M,"$30,000.00 ",1,Bachelors,Clerical,No,1,1-2 Miles,"New York City, New York",39,No,1945
17238,S,M,"$80,000.00 ",0,Bachelors,Professional,Yes,3,10+ Miles,"Los Angeles, California",32,No,4061
23608,M,F,"$150,000.00 ",3,High School,Professional,Yes,3,0-1 Miles,"New York City, New York",51,Yes,4567
22538,S,F,"$10,000.00 ",0,Partial High School,Manual,Yes,2,1-2 Miles,"New York City, New York",33,No,1416
12332,M,M,"$90,000.00 ",4,High School,Management,Yes,3,5-10 Miles,"New York City, New York",58,Yes,3017
17230,M,M,"$80,000.00 ",0,Bachelors,Professional,Yes,3,10+ Miles,"Los Angeles, California",30,No,3853
13082,S,M,"$130,000.00 ",0,Graduate Degree,Management,Yes,0,2-5 Miles,"Los Angeles, California",48,Yes,3181
22518,S,F,"$30,000.00 ",3,Partial College,Clerical,No,2,0-1 Miles,"New York City, New York",27,Yes,1015
13687,M,M,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,"New York City, New York",33,Yes,2873
23571,M,F,"$40,000.00 ",2,Bachelors,Management,Yes,2,0-1 Miles,"Los Angeles, California",66,Yes,3603
19305,S,F,"$10,000.00 ",2,High School,Manual,Yes,1,0-1 Miles,"New York City, New York",38,Yes,3965
22636,S,F,"$40,000.00 ",0,Bachelors,Clerical,No,0,0-1 Miles,"New York City, New York",38,Yes,2777
17310,M,M,"$60,000.00 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,"Los Angeles, California",45,Yes,1333
12133,M,F,"$130,000.00 ",3,Partial College,Professional,Yes,3,5-10 Miles,"New York City, New York",50,Yes,3945
25918,S,F,"$30,000.00 ",2,Partial College,Clerical,No,2,5-10 Miles,"Los Angeles, California",60,Yes,2810
25752,S,F,"$20,000.00 ",2,Partial College,Manual,No,1,0-1 Miles,"New York City, New York",53,Yes,1261
17324,M,F,"$100,000.00 ",4,Bachelors,Professional,Yes,1,10+ Miles,"Los Angeles, California",46,No,3873
22918,S,M,"$80,000.00 ",5,Graduate Degree,Management,Yes,3,0-1 Miles,"Los Angeles, California",50,No,3240
12510,M,M,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,"New York City, New York",43,Yes,1598
25512,S,M,"$20,000.00 ",0,High School,Manual,No,1,2-5 Miles,"New York City, New York",30,No,1356
16179,S,F,"$80,000.00 ",5,Bachelors,Professional,Yes,4,1-2 Miles,"Los Angeles, California",38,No,2871
15628,M,F,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,"New York City, New York",89,No,2752
20977,M,M,"$20,000.00 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",64,Yes,1237
18140,M,M,"$130,000.00 ",3,Partial College,Professional,No,3,5-10 Miles,"New York City, New York",51,Yes,2775
20417,M,M,"$30,000.00 ",3,Partial College,Clerical,No,2,5-10 Miles,"Los Angeles, California",56,No,2745
18267,M,M,"$60,000.00 ",3,Bachelors,Professional,Yes,2,5-10 Miles,"Los Angeles, California",43,No,4296
13620,S,M,"$70,000.00 ",0,Bachelors,Professional,No,3,10+ Miles,"Los Angeles, California",30,Yes,1780
22974,M,F,"$30,000.00 ",2,Partial College,Clerical,Yes,2,5-10 Miles,"Los Angeles, California",69,No,4088
13586,M,M,"$80,000.00 ",4,Partial College,Professional,Yes,2,10+ Miles,"New York City, New York",53,No,4301
17978,M,M,"$40,000.00 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",37,Yes,1839
12581,S,F,"$10,000.00 ",0,Partial College,Manual,No,1,0-1 Miles,"Los Angeles, California",28,Yes,1751
18018,S,M,"$30,000.00 ",3,Partial College,Clerical,Yes,0,0-1 Miles,"New York City, New York",43,No,4531
28957,S,F,"$120,000.00 ",0,Partial High School,Professional,Yes,4,10+ Miles,"Los Angeles, California",34,Yes,2856
13690,S,F,"$20,000.00 ",0,Partial High School,Manual,No,2,1-2 Miles,"New York City, New York",34,Yes,1890
12568,M,F,"$30,000.00 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",64,No,4162
13122,M,F,"$80,000.00 ",0,Bachelors,Professional,Yes,1,1-2 Miles,"Los Angeles, California",41,Yes,2474
21184,S,M,"$70,000.00 ",0,Bachelors,Professional,No,1,5-10 Miles,"Los Angeles, California",38,No,3871
26150,S,F,"$70,000.00 ",0,Bachelors,Professional,No,1,0-1 Miles,"Los Angeles, California",41,Yes,3880
24151,S,M,"$20,000.00 ",1,Bachelors,Clerical,No,0,0-1 Miles,"New York City, New York",51,No,1303
23962,M,F,"$10,000.00 ",0,Partial High School,Manual,Yes,2,1-2 Miles,"New York City, New York",32,No,1483
17793,M,F,"$40,000.00 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",38,Yes,4738
14926,M,M,"$30,000.00 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",38,Yes,1245
16163,S,M,"$60,000.00 ",2,Bachelors,Professional,Yes,1,2-5 Miles,"Los Angeles, California",38,Yes,1078
21365,M,F,"$10,000.00 ",2,Partial High School,Clerical,Yes,2,5-10 Miles,"Los Angeles, California",58,No,4281
27771,S,M,"$30,000.00 ",1,Bachelors,Clerical,Yes,1,1-2 Miles,"New York City, New York",39,Yes,3459
26167,S,F,"$40,000.00 ",2,Bachelors,Management,No,1,5-10 Miles,"Los Angeles, California",53,Yes,4342
25792,S,F,"$110,000.00 ",3,Bachelors,Management,Yes,4,10+ Miles,"New York City, New York",53,No,3153
11555,M,F,"$40,000.00 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",80,No,2416
22381,M,M,"$10,000.00 ",1,Graduate Degree,Manual,Yes,0,0-1 Miles,"New York City, New York",44,No,2183
17882,M,M,"$20,000.00 ",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",44,No,1961
22174,M,M,"$30,000.00 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,"Los Angeles, California",54,Yes,2608
22439,M,F,"$30,000.00 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",37,Yes,2952
18012,M,F,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,"New York City, New York",41,No,3208
27582,S,F,"$90,000.00 ",2,Bachelors,Professional,No,0,0-1 Miles,"Los Angeles, California",36,Yes,1831
12744,S,F,"$40,000.00 ",2,Partial College,Clerical,Yes,0,0-1 Miles,"New York City, New York",33,No,1316
22821,M,F,"$130,000.00 ",3,Partial College,Professional,Yes,4,0-1 Miles,"New York City, New York",52,No,3959
20171,M,F,"$20,000.00 ",2,Partial College,Manual,Yes,1,0-1 Miles,"New York City, New York",46,Yes,2320
11116,M,M,"$70,000.00 ",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Los Angeles, California",43,No,4797
20053,S,M,"$40,000.00 ",2,Partial College,Clerical,Yes,0,0-1 Miles,"New York City, New York",34,No,4587
25266,S,F,"$30,000.00 ",2,Partial College,Clerical,No,2,5-10 Miles,"Los Angeles, California",67,No,3347
17960,M,F,"$40,000.00 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",35,Yes,4999
13961,M,F,"$80,000.00 ",5,Graduate Degree,Management,Yes,3,0-1 Miles,"Los Angeles, California",40,No,2507
11897,S,M,"$60,000.00 ",2,Bachelors,Professional,No,1,0-1 Miles,"Los Angeles, California",37,Yes,3600
11139,S,F,"$30,000.00 ",2,Partial College,Clerical,No,2,5-10 Miles,"Los Angeles, California",67,No,1878
11576,M,M,"$30,000.00 ",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,"New York City, New York",41,Yes,3664
19255,S,M,"$10,000.00 ",2,Partial College,Manual,Yes,1,0-1 Miles,"New York City, New York",51,Yes,1289
18153,M,F,"$100,000.00 ",2,Bachelors,Management,Yes,4,10+ Miles,"New York City, New York",59,No,2356
14547,M,M,"$10,000.00 ",2,Partial College,Manual,Yes,0,1-2 Miles,"New York City, New York",51,No,4960
24901,S,M,"$110,000.00 ",0,Partial College,Management,No,3,10+ Miles,"Los Angeles, California",32,Yes,4511
27169,S,M,"$30,000.00 ",0,High School,Manual,Yes,1,2-5 Miles,"New York City, New York",34,Yes,2286
14805,S,F,"$10,000.00 ",3,Partial High School,Manual,Yes,2,0-1 Miles,"New York City, New York",43,No,4177
15822,M,M,"$40,000.00 ",2,Bachelors,Management,Yes,2,0-1 Miles,"Los Angeles, California",67,No,2108
19389,S,M,"$30,000.00 ",0,Partial College,Clerical,No,1,2-5 Miles,"New York City, New York",28,No,2653
17048,S,F,"$90,000.00 ",1,Graduate Degree,Management,Yes,0,0-1 Miles,"Los Angeles, California",36,Yes,3142
22204,M,M,"$110,000.00 ",4,Bachelors,Management,Yes,3,2-5 Miles,"Los Angeles, California",48,No,3456
12718,S,F,"$30,000.00 ",0,Partial College,Clerical,Yes,1,2-5 Miles,"New York City, New York",31,No,4438
15019,S,F,"$30,000.00 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,"Los Angeles, California",55,No,3931
28488,S,M,"$20,000.00 ",0,Partial College,Manual,Yes,0,0-1 Miles,"Los Angeles, California",28,Yes,3188
21891,M,F,"$110,000.00 ",0,High School,Management,Yes,3,10+ Miles,"Los Angeles, California",34,Yes,1347
27814,S,F,"$30,000.00 ",3,Partial College,Clerical,No,1,0-1 Miles,"New York City, New York",26,No,2603
22175,M,F,"$30,000.00 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,"Los Angeles, California",53,Yes,1097
29447,S,F,"$10,000.00 ",2,Bachelors,Clerical,No,1,2-5 Miles,"New York City, New York",68,No,1268
19784,M,F,"$80,000.00 ",2,High School,Skilled Manual,Yes,2,5-10 Miles,"Los Angeles, California",50,Yes,3524
27824,S,F,"$30,000.00 ",3,Partial College,Clerical,Yes,2,0-1 Miles,"New York City, New York",28,Yes,2919
24093,S,F,"$80,000.00 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"New York City, New York",40,Yes,3759
19618,M,M,"$70,000.00 ",5,Partial College,Skilled Manual,Yes,2,0-1 Miles,"Los Angeles, California",44,No,1973
21561,S,M,"$90,000.00 ",0,Bachelors,Professional,No,3,10+ Miles,"Los Angeles, California",34,Yes,3973
11061,M,M,"$70,000.00 ",2,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Los Angeles, California",52,Yes,4736
26651,S,M,"$80,000.00 ",4,Graduate Degree,Management,Yes,0,0-1 Miles,"Los Angeles, California",36,Yes,2214
21108,M,F,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,"New York City, New York",43,Yes,3469
12731,S,M,"$30,000.00 ",0,High School,Manual,No,1,1-2 Miles,"New York City, New York",32,No,3598
25307,M,F,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,"New York City, New York",32,Yes,4081
14278,M,F,"$130,000.00 ",0,Graduate Degree,Management,Yes,1,10+ Miles,"Los Angeles, California",48,No,1788
20711,M,F,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,"New York City, New York",32,Yes,3568
11383,M,F,"$30,000.00 ",3,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",46,No,2693
12497,M,F,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,"New York City, New York",42,No,1255
16559,S,F,"$10,000.00 ",2,High School,Manual,Yes,0,0-1 Miles,"New York City, New York",36,Yes,2843
11585,M,F,"$40,000.00 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,"New York City, New York",41,No,1504
20277,M,F,"$30,000.00 ",2,Partial College,Clerical,No,2,0-1 Miles,"Los Angeles, California",69,No,3195
26765,S,F,"$70,000.00 ",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Los Angeles, California",45,No,4359
12389,S,M,"$30,000.00 ",0,High School,Manual,No,1,2-5 Miles,"New York City, New York",34,No,1818
13585,M,F,"$80,000.00 ",4,Partial College,Professional,No,1,2-5 Miles,"New York City, New York",53,Yes,4758
26385,S,M,"$120,000.00 ",3,High School,Professional,No,4,5-10 Miles,"New York City, New York",50,No,3714
12236,M,F,"$20,000.00 ",1,Partial College,Manual,Yes,0,0-1 Miles,"New York City, New York",65,No,1826
21560,M,M,"$120,000.00 ",0,Partial High School,Professional,Yes,4,10+ Miles,"Los Angeles, California",32,Yes,2089
21554,S,F,"$80,000.00 ",0,Bachelors,Professional,No,3,10+ Miles,"Los Angeles, California",33,No,3033
13662,S,M,"$20,000.00 ",0,Partial High School,Manual,Yes,2,1-2 Miles,"New York City, New York",31,Yes,3578
13089,M,F,"$120,000.00 ",1,Bachelors,Management,Yes,2,0-1 Miles,"Los Angeles, California",46,Yes,4311
14791,M,F,"$40,000.00 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",39,Yes,1515
19331,S,M,"$20,000.00 ",2,High School,Manual,Yes,1,0-1 Miles,"New York City, New York",40,No,1005
17754,S,F,"$30,000.00 ",3,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",46,Yes,2956
11149,M,M,"$40,000.00 ",2,Bachelors,Management,Yes,2,0-1 Miles,"Los Angeles, California",65,No,1771
16549,S,F,"$30,000.00 ",3,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",47,Yes,3772
24305,S,M,"$100,000.00 ",1,Bachelors,Management,No,3,0-1 Miles,"Los Angeles, California",46,Yes,4631
18253,M,F,"$80,000.00 ",5,Graduate Degree,Management,Yes,3,0-1 Miles,"Los Angeles, California",40,No,2625
